,filename,format,handler,bbox,tbox,crs,zenodo_record_id
63,sheet1.xml,xml,,,,,772051
64,sheet2.xml,xml,,,,,772051
65,sheet3.xml,xml,,,,,772051
66,sheet4.xml,xml,,,,,772051
67,styles.xml,xml,,,,,772051
68,drawings,folder,,,,,772051
69,drawing1.xml,xml,,,,,772051
70,printerSettings,folder,,,,,772051
71,printerSettings3.bin,bin,,,,,772051
72,printerSettings4.bin,bin,,,,,772051
73,printerSettings1.bin,bin,,,,,772051
74,printerSettings5.bin,bin,,,,,772051
75,printerSettings2.bin,bin,,,,,772051
76,theme,folder,,,,,772051
77,theme1.xml,xml,,,,,772051
78,772051,repository,geoextent:0.7.0,,,,772051
79,EcoUnitsSocal.zip,folder,,"POLYGON ((-122.500125919213 32.4622541670533,-115.000857732741 32.4622541670533,-115.000857732741 36.4998864352623,-122.500125919213 36.4998864352623,-122.500125919213 32.4622541670533))",,4326,4599576
80,SCpam37n33.tif,tif,handleRaster,"POLYGON ((-122.500125919213 32.4622541670533,-115.000857732741 32.4622541670533,-115.000857732741 36.4998864352623,-122.500125919213 36.4998864352623,-122.500125919213 32.4622541670533))",,4326,4599576
81,Ecological_Units_Methods.docx,folder,,,,,4599576
82,docProps,folder,,,,,4599576
83,core.xml,xml,,,,,4599576
84,app.xml,xml,,,,,4599576
85,custom.xml,xml,,,,,4599576
86,word,folder,,,,,4599576
87,media,folder,,,,,4599576
88,image1.jpeg,jpeg,handleRaster,,,,4599576
89,fontTable.xml,xml,,,,,4599576
90,numbering.xml,xml,,,,,4599576
91,settings.xml,xml,,,,,4599576
92,_rels,folder,,,,,4599576
93,document.xml.rels,rels,,,,,4599576
94,document.xml,xml,,,,,4599576
95,styles.xml,xml,,,,,4599576
96,theme,folder,,,,,4599576
97,theme1.xml,xml,,,,,4599576
98,footer1.xml,xml,,,,,4599576
99,_rels,folder,,,,,4599576
100,.rels,undetected,,,,,4599576
101,[Content_Types].xml,xml,,,,,4599576
102,ELUdescriptions.csv,csv,,,,,4599576
103,Methods_figure_1.png,png,handleRaster,,,,4599576
104,README.txt,txt,,,,,4599576
105,4599576,repository,geoextent:0.7.0,"POLYGON ((-122.500125919213 32.4622541670533,-115.000857732741 32.4622541670533,-115.000857732741 36.4998864352623,-122.500125919213 36.4998864352623,-122.500125919213 32.4622541670533))",,4326,4599576
106,OS_kduino-leven_201808_TS.csv,csv,handleCSV,,,,3906018
107,OS_kduino-leven_201808_TS.nc,nc,handleVector,,2018-08-22/2018-08-22,,3906018
108,3906018,repository,geoextent:0.7.0,,2018-08-22/2018-08-22,,3906018
109,DS%20RC-RCP%208_5.zip,folder,,,,,4043285
110,DS RC-RCP 8_5,folder,,,,,4043285
111,rcp85,folder,,,,,4043285
112,DS85.035,035,,,,,4043285
113,DS85.097,097,,,,,4043285
114,DS85.087,087,,,,,4043285
115,DS85.028,028,,,,,4043285
116,DS85.067,067,,,,,4043285
117,DS85.053,053,,,,,4043285
118,DS85.088,088,,,,,4043285
119,DS85.041,041,,,,,4043285
120,DS85.060,060,,,,,4043285
121,DS85.014,014,,,,,4043285
122,DS85.075,075,,,,,4043285
123,DS85.089,089,,,,,4043285
124,DS85.078,078,,,,,4043285
125,DS85.008,008,,,,,4043285
126,DS85.062,062,,,,,4043285
127,DS85.044,044,,,,,4043285
128,DS85.007,007,,,,,4043285
129,DS85.085,085,,,,,4043285
130,DS85.074,074,,,,,4043285
131,DS85.080,080,,,,,4043285
132,DS85.077,077,,,,,4043285
133,DS85.099,099,,,,,4043285
134,DS85.091,091,,,,,4043285
135,DS85.047,047,,,,,4043285
136,DS85.076,076,,,,,4043285
137,DS85.093,093,,,,,4043285
138,DS85.092,092,,,,,4043285
139,DS85.015,015,,,,,4043285
140,DS85.072,072,,,,,4043285
141,DS85.030,030,,,,,4043285
142,DS85.098,098,,,,,4043285
143,DS85.043,043,,,,,4043285
144,DS85.055,055,,,,,4043285
145,DS85.068,068,,,,,4043285
146,DS85.046,046,,,,,4043285
147,DS85.100,100,,,,,4043285
148,DS85.052,052,,,,,4043285
149,DS85.025,025,,,,,4043285
150,DS85.070,070,,,,,4043285
151,DS85.082,082,,,,,4043285
152,DS85.090,090,,,,,4043285
153,DS85.056,056,,,,,4043285
154,DS85.020,020,,,,,4043285
155,DS85.071,071,,,,,4043285
156,DS85.040,040,,,,,4043285
157,DS85.066,066,,,,,4043285
158,DS85.011,011,,,,,4043285
159,DS85.094,094,,,,,4043285
160,DS85.006,006,,,,,4043285
161,DS85.084,084,,,,,4043285
162,DS85.010,010,,,,,4043285
163,DS85.021,021,,,,,4043285
164,DS85.073,073,,,,,4043285
165,DS85.037,037,,,,,4043285
166,DS85.054,054,,,,,4043285
167,DS85.050,050,,,,,4043285
168,DS85.064,064,,,,,4043285
169,DS85.048,048,,,,,4043285
170,DS85.034,034,,,,,4043285
171,DS85.069,069,,,,,4043285
172,DS85.038,038,,,,,4043285
173,DS85.012,012,,,,,4043285
174,DS85.057,057,,,,,4043285
175,DS85.083,083,,,,,4043285
176,DS85.016,016,,,,,4043285
177,DS85.079,079,,,,,4043285
178,DS85.013,013,,,,,4043285
179,DS85.065,065,,,,,4043285
180,DS85.042,042,,,,,4043285
181,DS85.026,026,,,,,4043285
182,DS85.022,022,,,,,4043285
183,DS85.023,023,,,,,4043285
184,DS85.009,009,,,,,4043285
185,DS85.086,086,,,,,4043285
186,DS85.024,024,,,,,4043285
187,DS85.031,031,,,,,4043285
188,DS85.019,019,,,,,4043285
189,DS85.027,027,,,,,4043285
190,DS85.096,096,,,,,4043285
191,DS85.051,051,,,,,4043285
192,DS85.039,039,,,,,4043285
193,DS85.032,032,,,,,4043285
194,DS85.018,018,,,,,4043285
195,DS85.029,029,,,,,4043285
196,DS85.059,059,,,,,4043285
197,DS85.017,017,,,,,4043285
198,DS85.033,033,,,,,4043285
199,DS85.061,061,,,,,4043285
200,DS85.081,081,,,,,4043285
201,DS85.036,036,,,,,4043285
202,DS85.045,045,,,,,4043285
203,DS85.063,063,,,,,4043285
204,DS85.095,095,,,,,4043285
205,DS85.049,049,,,,,4043285
206,DS85.058,058,,,,,4043285
207,RC,folder,,,,,4043285
208,DS45.005,005,,,,,4043285
209,DS45.976,976,,,,,4043285
210,DS45.999,999,,,,,4043285
211,DS45.983,983,,,,,4043285
212,DS45.980,980,,,,,4043285
213,DS45.978,978,,,,,4043285
214,DS45.996,996,,,,,4043285
215,DS45.003,003,,,,,4043285
216,DS45.984,984,,,,,4043285
217,DS45.004,004,,,,,4043285
218,DS45.995,995,,,,,4043285
219,DS45.988,988,,,,,4043285
220,DS45.982,982,,,,,4043285
221,DS45.998,998,,,,,4043285
222,DS45.977,977,,,,,4043285
223,DS45.985,985,,,,,4043285
224,DS45.972,972,,,,,4043285
225,DS45.981,981,,,,,4043285
226,DS45.989,989,,,,,4043285
227,DS45.992,992,,,,,4043285
228,DS45.002,002,,,,,4043285
229,DS45.993,993,,,,,4043285
230,DS45.990,990,,,,,4043285
231,DS45.000,000,,,,,4043285
232,DS45.001,001,,,,,4043285
233,DS45.975,975,,,,,4043285
234,DS45.979,979,,,,,4043285
235,DS45.994,994,,,,,4043285
236,DS45.974,974,,,,,4043285
237,DS45.991,991,,,,,4043285
238,DS45.997,997,,,,,4043285
239,DS45.987,987,,,,,4043285
240,DS45.971,971,,,,,4043285
241,DS45.986,986,,,,,4043285
242,DS45.973,973,,,,,4043285
243,4043285,repository,geoextent:0.7.0,,,,4043285
244,Irrgang-etal_2017.tab,tab,,,,,2561740
245,2561740,repository,geoextent:0.7.0,,,,2561740
246,Catchment_CONUS_coastline.zip,folder,,"POLYGON ((-124.73365533944 24.6304450240685,-66.9495420478606 24.6304450240685,-66.9495420478606 49.0037451127894,-124.73365533944 49.0037451127894,-124.73365533944 24.6304450240685))",,4326,639321
247,Catchment_CONUS_coastline.shp,shp,handleVector,"POLYGON ((-124.73365533944 24.6304450240685,-66.9495420478606 24.6304450240685,-66.9495420478606 49.0037451127894,-124.73365533944 49.0037451127894,-124.73365533944 24.6304450240685))",,4326,639321
248,Catchment_CONUS_coastline.dbf,dbf,handleVector,"POLYGON ((-124.73365533944 24.6304450240685,-66.9495420478606 24.6304450240685,-66.9495420478606 49.0037451127894,-124.73365533944 49.0037451127894,-124.73365533944 24.6304450240685))",,4326,639321
249,Catchment_CONUS_coastline.shx,shx,handleVector,"POLYGON ((-124.73365533944 24.6304450240685,-66.9495420478606 24.6304450240685,-66.9495420478606 49.0037451127894,-124.73365533944 49.0037451127894,-124.73365533944 24.6304450240685))",,4326,639321
250,Catchment_CONUS_coastline.prj,prj,,,,,639321
251,SGD_Coastal_Vulnerabilities.csv,csv,handleCSV,,,,639321
252,Catchment_CONUS_coastline_centroid.zip,folder,,"POLYGON ((-124.718572439578 24.6488361488081,-66.9514846284707 24.6488361488081,-66.9514846284707 48.9905862346986,-124.718572439578 48.9905862346986,-124.718572439578 24.6488361488081))",,4326,639321
253,Catchment_CONUS_coastline_centroid.prj,prj,,,,,639321
254,Catchment_CONUS_coastline_centroid.dbf,dbf,handleVector,"POLYGON ((-124.718572439578 24.6488361488081,-66.9514846284707 24.6488361488081,-66.9514846284707 48.9905862346986,-124.718572439578 48.9905862346986,-124.718572439578 24.6488361488081))",,4326,639321
255,Catchment_CONUS_coastline_centroid.shp,shp,handleVector,"POLYGON ((-124.718572439578 24.6488361488081,-66.9514846284707 24.6488361488081,-66.9514846284707 48.9905862346986,-124.718572439578 48.9905862346986,-124.718572439578 24.6488361488081))",,4326,639321
256,Catchment_CONUS_coastline_centroid.shx,shx,handleVector,"POLYGON ((-124.718572439578 24.6488361488081,-66.9514846284707 24.6488361488081,-66.9514846284707 48.9905862346986,-124.718572439578 48.9905862346986,-124.718572439578 24.6488361488081))",,4326,639321
257,NHDFlowline_CONUS_coastline.zip,folder,,"POLYGON ((-124.762581116784 24.5398386952426,-66.9498284065205 24.5398386952426,-66.9498284065205 48.9998377239425,-124.762581116784 48.9998377239425,-124.762581116784 24.5398386952426))",1999-07-15/2012-01-20,4326,639321
258,NHDFlowline_CONUS_coastline.shx,shx,handleVector,"POLYGON ((-124.762581116784 24.5398386952426,-66.9498284065205 24.5398386952426,-66.9498284065205 48.9998377239425,-124.762581116784 48.9998377239425,-124.762581116784 24.5398386952426))",1999-07-15/2012-01-20,4326,639321
259,NHDFlowline_CONUS_coastline.prj,prj,,,,,639321
260,NHDFlowline_CONUS_coastline.dbf,dbf,handleVector,"POLYGON ((-124.762581116784 24.5398386952426,-66.9498284065205 24.5398386952426,-66.9498284065205 48.9998377239425,-124.762581116784 48.9998377239425,-124.762581116784 24.5398386952426))",1999-07-15/2012-01-20,4326,639321
261,NHDFlowline_CONUS_coastline.shp,shp,handleVector,"POLYGON ((-124.762581116784 24.5398386952426,-66.9498284065205 24.5398386952426,-66.9498284065205 48.9998377239425,-124.762581116784 48.9998377239425,-124.762581116784 24.5398386952426))",1999-07-15/2012-01-20,4326,639321
262,639321,repository,geoextent:0.7.0,"POLYGON ((-124.762581116784 24.5398386952426,-66.9495420478606 24.5398386952426,-66.9495420478606 49.0037451127894,-124.762581116784 49.0037451127894,-124.762581116784 24.5398386952426))",1999-07-15/2012-01-20,4326,639321
263,SAFE_shore_and_country_borders.zip,folder,,"POLYGON ((93.7107743123491 -10.2509245348307,142.487183269443 -10.2509245348307,142.487183269443 19.5931480407537,93.7107743123491 19.5931480407537,93.7107743123491 -10.2509245348307))",,4326,630241
264,SAFE_Regional_GSHHS_Shoreline_full_UTM50N_WGS84.dbf,dbf,handleVector,"POLYGON ((107.351801309791 -5.65404095822968,125.412881054851 -5.65404095822968,125.412881054851 11.3160659614638,107.351801309791 11.3160659614638,107.351801309791 -5.65404095822968))",,4326,630241
265,SAFE_Regional_GSHHS_Shoreline_intmd_UTM50N_WGS84.prj,prj,,,,,630241
266,SAFE_Regional_GSHHS_Shoreline_full_UTM50N_WGS84.prj,prj,,,,,630241
267,SAFE_Regional_GSHHS_Shoreline_full_UTM50N_WGS84.shp,shp,handleVector,"POLYGON ((107.351801309791 -5.65404095822968,125.412881054851 -5.65404095822968,125.412881054851 11.3160659614638,107.351801309791 11.3160659614638,107.351801309791 -5.65404095822968))",,4326,630241
268,SAFE_Regional_DCW_UTM50N_WGS84.shp,shp,handleVector,"POLYGON ((93.7107743123491 -10.2509245348307,142.487183269443 -10.2509245348307,142.487183269443 19.5931480407537,93.7107743123491 19.5931480407537,93.7107743123491 -10.2509245348307))",,4326,630241
269,SAFE_Regional_GSHHS_Shoreline_full_UTM50N_WGS84.shx,shx,handleVector,"POLYGON ((107.351801309791 -5.65404095822968,125.412881054851 -5.65404095822968,125.412881054851 11.3160659614638,107.351801309791 11.3160659614638,107.351801309791 -5.65404095822968))",,4326,630241
270,SAFE_Regional_DCW_UTM50N_WGS84.dbf,dbf,handleVector,"POLYGON ((93.7107743123491 -10.2509245348307,142.487183269443 -10.2509245348307,142.487183269443 19.5931480407537,93.7107743123491 19.5931480407537,93.7107743123491 -10.2509245348307))",,4326,630241
271,SAFE_Regional_GSHHS_Shoreline_intmd_UTM50N_WGS84.dbf,dbf,handleVector,"POLYGON ((107.351900455383 -5.65333942916986,125.41279420826 -5.65333942916986,125.41279420826 11.3131125203587,107.351900455383 11.3131125203587,107.351900455383 -5.65333942916986))",,4326,630241
272,SAFE_Regional_GSHHS_Shoreline_intmd_UTM50N_WGS84.shp,shp,handleVector,"POLYGON ((107.351900455383 -5.65333942916986,125.41279420826 -5.65333942916986,125.41279420826 11.3131125203587,107.351900455383 11.3131125203587,107.351900455383 -5.65333942916986))",,4326,630241
273,SAFE_Regional_DCW_UTM50N_WGS84.shx,shx,handleVector,"POLYGON ((93.7107743123491 -10.2509245348307,142.487183269443 -10.2509245348307,142.487183269443 19.5931480407537,93.7107743123491 19.5931480407537,93.7107743123491 -10.2509245348307))",,4326,630241
274,SAFE_Regional_GSHHS_Shoreline_intmd_UTM50N_WGS84.shx,shx,handleVector,"POLYGON ((107.351900455383 -5.65333942916986,125.41279420826 -5.65333942916986,125.41279420826 11.3131125203587,107.351900455383 11.3131125203587,107.351900455383 -5.65333942916986))",,4326,630241
275,SAFE_Regional_DCW_UTM50N_WGS84.prj,prj,,,,,630241
276,SAFE_Country_border_metadata.xlsx,folder,,,,,630241
277,docProps,folder,,,,,630241
278,core.xml,xml,,,,,630241
279,app.xml,xml,,,,,630241
280,_rels,folder,,,,,630241
281,.rels,undetected,,,,,630241
282,[Content_Types].xml,xml,,,,,630241
283,xl,folder,,,,,630241
284,sharedStrings.xml,xml,,,,,630241
285,workbook.xml,xml,,,,,630241
286,_rels,folder,,,,,630241
287,workbook.xml.rels,rels,,,,,630241
288,worksheets,folder,,,,,630241
289,_rels,folder,,,,,630241
290,sheet1.xml.rels,rels,,,,,630241
291,sheet1.xml,xml,,,,,630241
292,sheet2.xml,xml,,,,,630241
293,sheet3.xml,xml,,,,,630241
294,sheet4.xml,xml,,,,,630241
295,styles.xml,xml,,,,,630241
296,theme,folder,,,,,630241
297,theme1.xml,xml,,,,,630241
298,630241,repository,geoextent:0.7.0,"POLYGON ((93.7107743123491 -10.2509245348307,142.487183269443 -10.2509245348307,142.487183269443 19.5931480407537,93.7107743123491 19.5931480407537,93.7107743123491 -10.2509245348307))",,4326,630241
299,PROTECT_820867_DATA_2.rar,rar,,,,,3591863
300,3591863,repository,geoextent:0.7.0,,,,3591863
301,North_Rothiemurchus_SSSI_Data_v020819.csv,csv,handleCSV,,,,4086315
302,Glenartney_SSSI_Data_v020819.csv,csv,,,,,4086315
303,Birk_Fell_SSSI_Data_v020819.csv,csv,,,,,4086315
304,4086315,repository,geoextent:0.7.0,,,,4086315
305,Ouagadougou_landuse.gpkg,gpkg,handleVector,"POLYGON ((12.2227888254223 -1.68636713625111,12.485547448312 -1.68636713625111,12.485547448312 -1.38909197204336,12.2227888254223 -1.38909197204336,12.2227888254223 -1.68636713625111))",,4326,1291384
306,Ouagadougou_landuse_style_QGIS.zip,folder,,,,,1291384
307,Ouaga_landuse_colors_RandomForest_output.qml,qml,,,,,1291384
308,Ouaga_landuse_colors_manual_edits_version.qml,qml,,,,,1291384
309,Ouaga_landuse_colors_final_map.qml,qml,,,,,1291384
310,1291384,repository,geoextent:0.7.0,"POLYGON ((12.2227888254223 -1.68636713625111,12.485547448312 -1.68636713625111,12.485547448312 -1.38909197204336,12.2227888254223 -1.38909197204336,12.2227888254223 -1.68636713625111))",,4326,1291384
311,3903905,repository_error,geoextent:0.7.0,,,,3903905
312,dhcovid_Twitter_Datasets.zip,folder,,,,,3824949
313,2020-04-27,folder,,,,,3824949
314,dhcovid_2020-04-27_es_ar.txt,txt,,,,,3824949
315,dhcovid_2020-04-27_es_fl.txt,txt,,,,,3824949
316,dhcovid_2020-04-27_es_es.txt,txt,,,,,3824949
317,dhcovid_2020-04-27_en_fl.txt,txt,,,,,3824949
318,dhcovid_2020-04-27_es_ec.txt,txt,,,,,3824949
319,dhcovid_2020-04-27_es_mx.txt,txt,,,,,3824949
320,dhcovid_2020-04-27_es_co.txt,txt,,,,,3824949
321,dhcovid_2020-04-27_es.txt,txt,,,,,3824949
322,dhcovid_2020-04-27_es_pe.txt,txt,,,,,3824949
323,2020-04-26,folder,,,,,3824949
324,dhcovid_2020-04-26_es_pe.txt,txt,,,,,3824949
325,dhcovid_2020-04-26_es_ar.txt,txt,,,,,3824949
326,dhcovid_2020-04-26_es.txt,txt,,,,,3824949
327,dhcovid_2020-04-26_es_fl.txt,txt,,,,,3824949
328,dhcovid_2020-04-26_en_fl.txt,txt,,,,,3824949
329,dhcovid_2020-04-26_es_mx.txt,txt,,,,,3824949
330,dhcovid_2020-04-26_es_es.txt,txt,,,,,3824949
331,dhcovid_2020-04-26_es_ec.txt,txt,,,,,3824949
332,dhcovid_2020-04-26_es_co.txt,txt,,,,,3824949
333,2020-04-25,folder,,,,,3824949
334,dhcovid_2020-04-25_es_pe.txt,txt,,,,,3824949
335,dhcovid_2020-04-25_es_fl.txt,txt,,,,,3824949
336,dhcovid_2020-04-25_es_mx.txt,txt,,,,,3824949
337,dhcovid_2020-04-25_es.txt,txt,,,,,3824949
338,dhcovid_2020-04-25_es_ec.txt,txt,,,,,3824949
339,dhcovid_2020-04-25_en_fl.txt,txt,,,,,3824949
340,dhcovid_2020-04-25_es_ar.txt,txt,,,,,3824949
341,dhcovid_2020-04-25_es_es.txt,txt,,,,,3824949
342,dhcovid_2020-04-25_es_co.txt,txt,,,,,3824949
343,2020-04-30,folder,,,,,3824949
344,dhcovid_2020-04-30_es_fl.txt,txt,,,,,3824949
345,dhcovid_2020-04-30_es_pe.txt,txt,,,,,3824949
346,dhcovid_2020-04-30_es_es.txt,txt,,,,,3824949
347,dhcovid_2020-04-30_es_mx.txt,txt,,,,,3824949
348,dhcovid_2020-04-30_en_fl.txt,txt,,,,,3824949
349,dhcovid_2020-04-30_es_ec.txt,txt,,,,,3824949
350,dhcovid_2020-04-30_es.txt,txt,,,,,3824949
351,dhcovid_2020-04-30_es_co.txt,txt,,,,,3824949
352,dhcovid_2020-04-30_es_ar.txt,txt,,,,,3824949
353,2020-05-10,folder,,,,,3824949
354,dhcovid_2020-05-10_es_fl.txt,txt,,,,,3824949
355,dhcovid_2020-05-10_es.txt,txt,,,,,3824949
356,dhcovid_2020-05-10_es_ar.txt,txt,,,,,3824949
357,dhcovid_2020-05-10_es_mx.txt,txt,,,,,3824949
358,dhcovid_2020-05-10_es_es.txt,txt,,,,,3824949
359,dhcovid_2020-05-10_es_pe.txt,txt,,,,,3824949
360,dhcovid_2020-05-10_en_fl.txt,txt,,,,,3824949
361,dhcovid_2020-05-10_es_ec.txt,txt,,,,,3824949
362,dhcovid_2020-05-10_es_co.txt,txt,,,,,3824949
363,2020-05-01,folder,,,,,3824949
364,dhcovid_2020-05-01_es.txt,txt,,,,,3824949
365,dhcovid_2020-05-01_en_fl.txt,txt,,,,,3824949
366,dhcovid_2020-05-01_es_ar.txt,txt,,,,,3824949
367,dhcovid_2020-05-01_es_pe.txt,txt,,,,,3824949
368,dhcovid_2020-05-01_es_es.txt,txt,,,,,3824949
369,dhcovid_2020-05-01_es_fl.txt,txt,,,,,3824949
370,dhcovid_2020-05-01_es_co.txt,txt,,,,,3824949
371,dhcovid_2020-05-01_es_mx.txt,txt,,,,,3824949
372,dhcovid_2020-05-01_es_ec.txt,txt,,,,,3824949
373,2020-05-09,folder,,,,,3824949
374,dhcovid_2020-05-09_es_es.txt,txt,,,,,3824949
375,dhcovid_2020-05-09_es.txt,txt,,,,,3824949
376,dhcovid_2020-05-09_es_mx.txt,txt,,,,,3824949
377,dhcovid_2020-05-09_es_ar.txt,txt,,,,,3824949
378,dhcovid_2020-05-09_es_pe.txt,txt,,,,,3824949
379,dhcovid_2020-05-09_es_co.txt,txt,,,,,3824949
380,dhcovid_2020-05-09_es_ec.txt,txt,,,,,3824949
381,dhcovid_2020-05-09_en_fl.txt,txt,,,,,3824949
382,dhcovid_2020-05-09_es_fl.txt,txt,,,,,3824949
383,2020-04-28,folder,,,,,3824949
384,dhcovid_2020-04-28_es_pe.txt,txt,,,,,3824949
385,dhcovid_2020-04-28_es.txt,txt,,,,,3824949
386,dhcovid_2020-04-28_es_mx.txt,txt,,,,,3824949
387,dhcovid_2020-04-28_es_es.txt,txt,,,,,3824949
388,dhcovid_2020-04-28_es_ec.txt,txt,,,,,3824949
389,dhcovid_2020-04-28_es_co.txt,txt,,,,,3824949
390,dhcovid_2020-04-28_es_ar.txt,txt,,,,,3824949
391,dhcovid_2020-04-28_es_fl.txt,txt,,,,,3824949
392,dhcovid_2020-04-28_en_fl.txt,txt,,,,,3824949
393,2020-04-24,folder,,,,,3824949
394,dhcovid_2020-04-24_es_es.txt,txt,,,,,3824949
395,dhcovid_2020-04-24_es_co.txt,txt,,,,,3824949
396,dhcovid_2020-04-24_en_fl.txt,txt,,,,,3824949
397,dhcovid_2020-04-24_es.txt,txt,,,,,3824949
398,dhcovid_2020-04-24_es_pe.txt,txt,,,,,3824949
399,dhcovid_2020-04-24_es_ec.txt,txt,,,,,3824949
400,dhcovid_2020-04-24_es_mx.txt,txt,,,,,3824949
401,dhcovid_2020-04-24_es_ar.txt,txt,,,,,3824949
402,dhcovid_2020-04-24_es_fl.txt,txt,,,,,3824949
403,2020-05-03,folder,,,,,3824949
404,dhcovid_2020-05-03_en_fl.txt,txt,,,,,3824949
405,dhcovid_2020-05-03_es.txt,txt,,,,,3824949
406,dhcovid_2020-05-03_es_co.txt,txt,,,,,3824949
407,dhcovid_2020-05-03_es_pe.txt,txt,,,,,3824949
408,dhcovid_2020-05-03_es_mx.txt,txt,,,,,3824949
409,dhcovid_2020-05-03_es_es.txt,txt,,,,,3824949
410,dhcovid_2020-05-03_es_ec.txt,txt,,,,,3824949
411,dhcovid_2020-05-03_es_fl.txt,txt,,,,,3824949
412,dhcovid_2020-05-03_es_ar.txt,txt,,,,,3824949
413,2020-05-05,folder,,,,,3824949
414,dhcovid_2020-05-05_es_ar.txt,txt,,,,,3824949
415,dhcovid_2020-05-05_es_fl.txt,txt,,,,,3824949
416,dhcovid_2020-05-05_es_ec.txt,txt,,,,,3824949
417,dhcovid_2020-05-05_en_fl.txt,txt,,,,,3824949
418,dhcovid_2020-05-05_es_pe.txt,txt,,,,,3824949
419,dhcovid_2020-05-05_es_es.txt,txt,,,,,3824949
420,dhcovid_2020-05-05_es_mx.txt,txt,,,,,3824949
421,dhcovid_2020-05-05_es.txt,txt,,,,,3824949
422,dhcovid_2020-05-05_es_co.txt,txt,,,,,3824949
423,2020-05-07,folder,,,,,3824949
424,dhcovid_2020-05-07_es_pe.txt,txt,,,,,3824949
425,dhcovid_2020-05-07_es.txt,txt,,,,,3824949
426,dhcovid_2020-05-07_es_es.txt,txt,,,,,3824949
427,dhcovid_2020-05-07_es_ar.txt,txt,,,,,3824949
428,dhcovid_2020-05-07_es_mx.txt,txt,,,,,3824949
429,dhcovid_2020-05-07_es_co.txt,txt,,,,,3824949
430,dhcovid_2020-05-07_es_fl.txt,txt,,,,,3824949
431,dhcovid_2020-05-07_es_ec.txt,txt,,,,,3824949
432,dhcovid_2020-05-07_en_fl.txt,txt,,,,,3824949
433,2020-05-06,folder,,,,,3824949
434,dhcovid_2020-05-06_en_fl.txt,txt,,,,,3824949
435,dhcovid_2020-05-06_es_mx.txt,txt,,,,,3824949
436,dhcovid_2020-05-06_es_fl.txt,txt,,,,,3824949
437,dhcovid_2020-05-06_es_ar.txt,txt,,,,,3824949
438,dhcovid_2020-05-06_es_co.txt,txt,,,,,3824949
439,dhcovid_2020-05-06_es_ec.txt,txt,,,,,3824949
440,dhcovid_2020-05-06_es_pe.txt,txt,,,,,3824949
441,dhcovid_2020-05-06_es.txt,txt,,,,,3824949
442,dhcovid_2020-05-06_es_es.txt,txt,,,,,3824949
